,time,open,high,low,close,volume,EMA8,EMA155,UpperBand,LowerBand,Trend,Velocity,Acceleration,wpr,wpr_lf,H,L,H_idx,L_idx,dir,last_H,last_L,H_wpr,L_wpr,BOS,H_raw,L_raw,H_tf,L_tf,H_idx_tf,L_idx_tf,dir_tf,last_H_tf,last_L_tf,low_since_H,high_since_L,swing_tf,swing_H_tf,swing_L_tf,ST_Long,ST_Short,KO_Long,KO_Short,Risk_Long,Risk_Short,Risk_Long_Adm,Risk_Short_Adm,signal,run-up,draw-down
10434,20260318  01:42:00,23927.0,23938.0,23926.0,23935.0,-1,23926.624991714732,23917.241653960802,23976.58739966075,23857.895908260853,10.27882706497475,-0.006397607331163842,0.0019929199271148,-21.153846153846153,-21.47239263803681,,,10429.0,10432.0,1.0,23931.0,23921.0,-36.53846153846154,-38.46153846153846,UP,,,,,10303.0,10372.0,-1,24040.0,23890.0,23890.0,23946.0,150.0,,,23875.0,24055.0,60.0,120.0,0.250678922080635,0.50135784416127,True,False,LONG,211.0,9.0
10581,20260318  09:03:00,24050.0,24089.0,24046.0,24082.0,-1,24065.711189331032,24044.13479411065,24157.519089725603,23930.750498495698,26.4093847773751,-0.009538465512133693,0.0017823810316653383,-50.0,-10.756302521008404,,,10579.0,10580.0,1.0,24072.0,24018.0,-80.18867924528301,-75.0,UP,,,,,10560.0,10580.0,-1,24146.0,24018.0,24018.0,24089.0,128.0,,,24005.2,24158.8,76.79999999999927,76.79999999999927,0.31891038950253,0.31891038950253,True,False,LONG,90.0,54.0
10879,20260319  03:06:00,23385.0,23436.0,23384.0,23433.0,-1,23401.16448384708,23540.35695725972,23865.620766048687,23215.09314847075,-81.65256629333815,-0.004050802750551259,-0.0009721282393966159,-2.158273381294964,-84.45714285714286,,,10876.0,10877.0,1.0,23422.0,23372.0,-19.2,-32.8,UP,,,,,10780.0,10852.0,-1,23763.0,23297.0,23297.0,23436.0,466.0,,,23250.4,23809.6,182.59999999999854,376.59999999999854,0.7792429479793391,1.607135236632094,True,False,LONG,50.0,49.0
10993,20260319  08:48:00,23345.0,23353.0,23334.0,23349.0,-1,23335.8799030033,23396.79224936059,23510.011959781,23283.57253894018,-50.41229850796216,-0.006526303202959001,-0.0009830827171934805,-25.35211267605634,-88.58988159311087,,,10990.0,10991.0,1.0,23344.0,23301.0,-44.36619718309859,-48.59154929577465,UP,,,,,10889.0,10852.0,1,23483.0,23297.0,23243.0,23483.0,186.0,,,23278.4,23483.0,70.59999999999854,134.0,0.30236840978199725,0.5739003811726412,True,False,LONG,56.0,42.0
11113,20260319  14:48:00,23066.0,23150.0,23059.0,23147.0,-1,23069.500989125678,23176.745193136372,23397.73167786935,22955.758708403395,-59.953812809092085,-0.005747031194864707,-0.0023130116387163075,-15.865384615384615,-85.41666666666667,,,11111.0,11112.0,1.0,23094.0,23056.0,-45.19230769230769,-54.80769230769231,UP,,,,,10889.0,11102.0,-1,23483.0,22972.0,22972.0,23150.0,511.0,,,22920.9,23534.1,226.09999999999854,387.09999999999854,0.9768004493022792,1.6723549488054545,True,False,LONG,65.0,88.0
11138,20260319  16:03:00,23100.0,23173.0,23097.0,23172.0,-1,23116.19787625597,23163.733910244253,23355.72826499937,22971.739555489137,-48.01742943231082,-0.00829371310615236,-0.0029160530450917637,-16.666666666666668,-83.33333333333333,,,11134.0,11136.0,1.0,23137.0,23079.0,-38.75,-54.583333333333336,UP,,,,,11118.0,11102.0,1,23212.0,22972.0,23061.0,23212.0,240.0,,,22948.0,23212.0,224.0,40.0,0.9666839288796824,0.17262213015708613,True,False,LONG,32.0,83.0
11157,20260319  17:00:00,23136.0,23161.0,23109.0,23160.0,-1,23121.172592490642,23153.57536354711,23285.991452412676,23021.15927468154,-41.3410264823639,-0.011118907574846395,-0.0011969427066390766,-33.12101910828026,-84.33333333333333,,23109.0,11155.0,11157.0,1.0,23157.0,23109.0,-47.13375796178344,-33.12101910828026,UP,,,,,11118.0,11102.0,1,23212.0,22972.0,23055.0,23212.0,240.0,,,22948.0,23212.0,212.0,52.0,0.9153713298791019,0.22452504317789293,True,False,LONG,30.0,94.0
11241,20260319  21:12:00,23209.0,23254.0,23209.0,23254.0,-1,23218.94433102405,23122.593890272943,23285.717428712975,22959.47035183291,-15.1855846874236,-0.04822659366497948,-0.005857229333730715,-22.554347826086957,-74.1518578352181,,,11239.0,11240.0,1.0,23220.0,23205.0,-32.33695652173913,-34.78260869565217,UP,,,,,11222.0,11181.0,1,23337.0,22934.0,23176.0,23337.0,403.0,,,22893.7,23337.0,360.2999999999993,83.0,1.5494108540466125,0.35692784037154895,True,False,LONG,41.0,64.0
11407,20260320  08:39:00,23240.0,23259.0,23235.0,23258.0,-1,23221.714112366375,23195.25698959825,23258.04472391695,23132.469255279546,2.115829102435217,0.14380840740077191,0.008343659045963236,-0.6535947712418301,-73.82875605815832,,23235.0,11401.0,11407.0,1.0,23224.0,23235.0,-5.084745762711864,-0.6535947712418301,UP,,,,,11222.0,11394.0,-1,23337.0,23106.0,23106.0,23259.0,231.0,,,23082.9,23360.1,175.09999999999854,102.09999999999854,0.752859231232258,0.4389887350588982,True,False,LONG,125.0,23.0
11492,20260320  12:54:00,23078.0,23112.0,23070.0,23101.0,-1,23070.891046385706,23134.836097829066,23343.583004917265,22926.089190740866,-21.90384581084972,0.00022617317652391623,-0.0035312623001396972,-5.092592592592593,-79.16666666666667,,,11488.0,11490.0,1.0,23096.0,23049.0,-29.770992366412212,-24.170616113744074,UP,,,,,11419.0,11461.0,-1,23383.0,22896.0,22896.0,23112.0,487.0,,,22847.3,23431.7,253.70000000000073,330.7000000000007,1.0982208562399927,1.431539760183545,True,False,LONG,35.0,55.0
11670,20260320  21:48:00,22395.0,22408.0,22394.0,22402.0,-1,22396.931388915877,22574.3668411455,22972.51283410906,22176.22084818194,-100.97405674623184,-0.0034517528431985147,-0.000344046974456278,-21.678321678321677,-90.6119027661358,,,11667.0,11668.0,1.0,22399.0,22385.0,-32.16783216783217,-30.76923076923077,UP,,,,,11511.0,11461.0,1,23136.0,22896.0,22290.0,23136.0,240.0,,,22872.0,23136.0,-470.0,734.0,-2.0980269618784035,3.2764931702526563,True,False,LONG,48.0,162.0
11857,20260323  10:18:00,22176.0,22225.0,22161.0,22213.0,-1,22167.850436799123,22231.076931231295,22385.223655045385,22076.930207417205,-56.82721387169676,-0.008491728176148112,-0.0016675623087062715,-7.643312101910828,-88.97338403041825,,,11853.0,11856.0,1.0,22188.0,22146.0,-41.54929577464789,-20.58823529411765,UP,,,,,11773.0,11691.0,1,22304.0,22172.0,22068.0,22409.0,132.0,,,22158.8,22419.5,54.20000000000073,206.5,0.24400126052312038,0.9296357988565254,True,False,LONG,28.0,125.0
11925,20260323  13:42:00,22983.0,23105.0,22967.0,23099.0,-1,22957.172055166,22452.539928420036,23103.366254423017,21801.713602417054,55.76428926644876,0.04486714342667075,0.0036239626765963706,-30.22788203753351,-30.22788203753351,,,11920.0,11924.0,1.0,23017.0,22862.0,-37.39946380697051,-38.002680965147455,UP,,,,,11895.0,11887.0,1,23550.0,22058.0,22435.0,23550.0,1492.0,,,21908.8,23550.0,1190.2000000000007,451.0,5.152604008831554,1.9524654746958743,True,False,LONG,43.0,193.0
11944,20260323  14:39:00,22958.0,23029.0,22949.0,23016.0,-1,22967.77239739035,22576.145599336265,23366.957772837202,21785.333425835328,89.55205445727286,0.011004291223796689,0.0015745510322830152,-33.78016085790885,-35.79088471849866,,,11940.0,11942.0,1.0,22984.0,22886.0,-59.14221218961625,-69.95073891625616,UP,,,,,11895.0,11887.0,1,23550.0,22058.0,22435.0,23550.0,1492.0,,,21908.8,23550.0,1107.2000000000007,534.0,4.810566562391383,2.3201251303441084,True,False,LONG,279.0,67.0
12041,20260323  19:30:00,22990.0,23027.0,22989.0,23024.0,-1,23001.309369931463,22883.83422816129,23285.685353892743,22481.983102429836,83.1981518915595,-0.005181346993064149,0.0005089621116309579,-16.967509025270758,-35.25469168900804,,,12039.0,12040.0,1.0,23017.0,22983.0,-21.60278745644599,-28.222996515679444,UP,,,,,11895.0,12001.0,-1,23550.0,22784.0,22435.0,23071.0,766.0,,,22323.5,23626.6,700.5,602.5999999999985,3.0424774148714384,2.6172689367616337,True,False,LONG,77.0,64.0
12166,20260324  04:54:00,22661.0,22682.0,22659.0,22679.0,-1,22662.558818368238,22783.00718247319,23094.114693117805,22471.899671828574,-19.59207258282778,0.0199953941704552,-0.0030258901039324944,-29.310344827586206,-58.37801608579088,,,12161.0,12165.0,1.0,22676.0,22649.0,-32.758620689655174,-44.827586206896555,UP,,,,,12047.0,12001.0,1,23101.0,22784.0,22597.0,23101.0,317.0,,,22752.3,23101.0,-73.29999999999927,422.0,-0.3232064905860015,1.8607522377529873,True,False,LONG,23.0,97.0
12208,20260324  07:00:00,22651.0,22684.0,22640.0,22680.0,-1,22649.899012333488,22725.855787006454,23003.539798883547,22448.17177512936,-29.433339201103752,-0.0011397038699388436,-0.002007338593823165,-17.46031746031746,-58.310991957104555,,22640.0,12202.0,12208.0,1.0,22667.0,22640.0,-40.476190476190474,-17.46031746031746,UP,,,,,12047.0,12198.0,-1,23101.0,22576.0,22576.0,22684.0,525.0,,,22523.5,23153.5,156.5,473.5,0.6900352733686067,2.0877425044091713,True,False,LONG,255.0,40.0
12300,20260324  11:36:00,22756.0,22786.0,22746.0,22783.0,-1,22767.672135541772,22749.972822922944,22914.039889276737,22585.90575656915,-5.352596419230245,-0.028597071048637162,-0.006721623647097309,-14.285714285714286,-51.40750670241287,,,12298.0,12299.0,1.0,22779.0,22726.0,-21.428571428571427,-27.142857142857142,UP,,,,,12249.0,12273.0,-1,22935.0,22603.0,22603.0,22813.0,332.0,,,22569.8,22968.2,213.20000000000073,185.20000000000073,0.9357854540666318,0.8128868015625716,True,False,LONG,67.0,83.0
12385,20260324  15:51:00,22650.0,22844.0,22649.0,22817.0,-1,22709.978877226626,22714.348848503578,22883.17166335673,22545.526033650425,-14.223904271897716,-0.019541056552540313,-0.014664903969794876,-8.970099667774086,-49.128686327077745,,,12383.0,12384.0,1.0,22746.0,22647.0,-14.77832512315271,-47.29064039408867,UP,,,,,12324.0,12365.0,-1,22850.0,22543.0,22543.0,22844.0,307.0,,,22512.3,22880.7,304.7000000000007,63.70000000000073,1.3354078099662565,0.27917780602182907,True,False,LONG,369.0,168.0
12587,20260325  05:06:00,23067.0,23080.0,23065.0,23079.0,-1,23063.888761782622,22988.074051639695,23296.65044054173,22679.49766273766,47.10552199176865,-0.0036098530498238426,0.000468451307284303,-23.376623376623378,-31.568364611260055,,,12582.0,12584.0,1.0,23067.0,23060.0,-64.56692913385827,-55.0,UP,,,,,12519.0,12570.0,-1,23186.0,23020.0,23020.0,23080.0,166.0,,,23003.4,23202.6,75.59999999999854,123.59999999999854,0.3275705186533149,0.5355518003379632,True,False,LONG,47.0,68.0
12658,20260325  08:39:00,23032.0,23068.0,23026.0,23067.0,-1,23035.747588756123,23035.426807617776,23113.225027711374,22957.628587524177,28.892688039999907,-0.01218501868471429,0.0026239320028623933,-45.21739130434783,-32.37265415549598,,,12651.0,12657.0,1.0,23064.0,23013.0,-69.6078431372549,-75.65217391304348,UP,,,,,12604.0,12653.0,-1,23126.0,23004.0,23004.0,23068.0,122.0,,,22991.8,23138.2,75.20000000000073,71.20000000000073,0.326006849612003,0.3086660597390242,True,False,LONG,216.0,41.0
12856,20260325  18:33:00,23164.0,23184.0,23159.0,23180.0,-1,23161.9833013284,23154.16108124974,23242.785779137957,23065.53638336152,7.531193662496599,-0.0012318199153333448,0.0042486431469285465,-13.953488372093023,-13.91891891891892,,,12854.0,12855.0,1.0,23177.0,23154.0,-25.58139534883721,-26.356589147286822,UP,,,,,12747.0,12811.0,-1,23283.0,23011.0,23011.0,23198.0,272.0,,,22983.8,23310.2,196.20000000000073,130.20000000000073,0.8464193270060429,0.561691113028476,True,False,LONG,25.0,115.0
12992,20260326  04:30:00,22994.0,23026.0,22990.0,23026.0,-1,22994.484228827805,23081.071670548565,23189.89519429785,22972.24814679928,-18.120781809874188,0.011085324688554374,-0.00433499105423138,-48.175182481751825,-34.729729729729726,,,12989.0,12991.0,1.0,22998.0,22984.0,-73.72262773722628,-71.53284671532846,UP,,,,,12859.0,12811.0,1,23205.0,23011.0,22955.0,23205.0,194.0,,,22991.6,23205.0,34.400000000001455,179.0,0.14939633457830911,0.7773820898115175,True,False,LONG,28.0,36.0
13052,20260326  07:30:00,22960.0,22976.0,22954.0,22970.0,-1,22936.470977417397,23021.902166698022,23149.788669681733,22894.01566371431,-26.782398066135894,0.0013237890274437484,-0.003542658789227689,-41.53846153846154,-42.2972972972973,,,13048.0,13050.0,1.0,22929.0,22916.0,-80.88235294117646,-75.73529411764706,UP,,,,,12859.0,12811.0,1,23205.0,23011.0,22894.0,23205.0,194.0,,,22991.6,23205.0,-21.599999999998545,235.0,-0.09403569873747733,1.023073574227253,True,False,LONG,10.0,57.0
13082,20260326  09:00:00,22908.0,22954.0,22902.0,22941.0,-1,22919.425939769964,22992.392812906215,23117.351463125196,22867.434162687234,-28.425118919645683,0.0005925917818829303,-0.0020764952963251574,-36.44859813084112,-46.21621621621622,,,13078.0,13081.0,1.0,22930.0,22899.0,-53.271028037383175,-67.28971962616822,UP,,,,,12859.0,12811.0,1,23205.0,23011.0,22873.0,23205.0,194.0,,,22991.6,23205.0,-50.599999999998545,264.0,-0.22056579922409025,1.15077808290833,True,False,LONG,32.0,88.0
13131,20260326  11:27:00,22862.0,22894.0,22860.0,22885.0,-1,22855.1499742679,22922.933357189104,23063.675464396638,22782.19124998157,-36.873537228194145,-0.005183692047046559,-0.0016630658831747586,-11.188811188811188,-53.78378378378378,,,13127.0,13128.0,1.0,22881.0,22841.0,-35.625,-42.5,UP,,,,,12859.0,13115.0,-1,23205.0,22758.0,22758.0,22894.0,447.0,,,22713.3,23249.7,171.70000000000073,364.7000000000007,0.7502731046537064,1.5936202752894941,True,False,LONG,26.0,69.0
13193,20260326  14:33:00,22819.0,22841.0,22811.0,22826.0,-1,22808.27507421949,22864.54288011589,22977.376037415903,22751.709722815875,-33.41847574557462,-0.005215271122137298,-0.0016350437681772914,-23.68421052631579,-75.787728026534,,,13187.0,13191.0,1.0,22822.0,22782.0,-42.857142857142854,-40.35087719298246,UP,,,,,13132.0,13162.0,-1,22911.0,22739.0,22739.0,22853.0,172.0,,,22721.8,22928.2,104.20000000000073,102.20000000000073,0.4564969771313447,0.4477350389906279,True,False,LONG,186.0,15.0
13294,20260326  19:36:00,22801.0,22803.0,22789.0,22799.0,-1,22788.2416770381,22838.427716639115,22945.48990389145,22731.36552938678,-19.74806316910228,-0.0005915097494997185,-0.001275495671777783,-48.958333333333336,-88.97058823529412,,22789.0,13290.0,13294.0,1.0,22788.0,22789.0,-66.66666666666667,-48.958333333333336,UP,,,,,13215.0,13162.0,1,23012.0,22739.0,22750.0,23012.0,273.0,,,22711.7,23012.0,87.29999999999927,213.0,0.38291153120750593,0.934251502258871,True,False,LONG,10.0,29.0
13325,20260326  21:09:00,22714.0,23036.0,22713.0,23033.0,-1,22769.56293457676,22811.99559882127,22939.68710888493,22684.304088757613,-22.92108784767208,-0.014905549630381085,-0.026047312991851618,-0.8875739644970414,-42.73504273504273,,,13321.0,13323.0,1.0,22725.0,22698.0,-95.28301886792453,-90.09009009009009,UP,,,,,13215.0,13323.0,-1,23012.0,22698.0,22698.0,23036.0,314.0,,,22666.6,23043.4,366.40000000000146,10.400000000001455,1.5907610819259386,0.04515260712890833,True,False,LONG,55.0,320.0
13379,20260327  03:00:00,22847.0,22867.0,22847.0,22864.0,-1,22841.297931517085,22818.68007063146,22908.292948078408,22729.067193184514,-9.438054968097473,-0.03012070018033765,-0.00619905259271554,-17.46031746031746,-71.62393162393163,,,13374.0,13375.0,1.0,22846.0,22820.0,-38.888888888888886,-46.82539682539682,UP,,,,,13326.0,13323.0,1,23088.0,22698.0,22760.0,23088.0,390.0,,,22659.0,23088.0,205.0,224.0,0.8966060181945417,0.979706088173548,True,False,LONG,106.0,22.0
13571,20260327  12:36:00,22505.0,22532.0,22499.0,22521.0,-1,22485.864002523555,22664.656886832672,23036.403367507177,22292.910406158167,-54.97329361589764,0.0025738375900147717,-0.0013360261081117662,-29.545454545454547,-85.56461001164145,,22499.0,13563.0,13571.0,1.0,22451.0,22499.0,-80.0,-29.545454545454547,UP,,,,,13326.0,13559.0,-1,23088.0,22397.0,22397.0,22532.0,691.0,,,22327.9,23157.1,193.09999999999854,636.0999999999985,0.857421961724606,2.824474934505566,True,False,LONG,85.0,101.0
13810,20260330  04:42:00,22252.0,22274.0,22249.0,22264.0,-1,22241.74224268565,22328.292668200396,22562.397129778168,22094.188206622624,-54.70698099424019,-0.005517970373303378,-0.0010922177562411187,-6.756756756756757,-85.65488565488566,,,13806.0,13807.0,1.0,22253.0,22227.0,-13.636363636363637,-17.322834645669293,UP,,,,,13651.0,13774.0,-1,22606.0,22126.0,22126.0,22274.0,480.0,,,22078.0,22654.0,186.0,390.0,0.8354293927416456,1.751706791232483,True,False,LONG,551.0,15.0
14154,20260330  21:54:00,22616.0,22632.0,22611.0,22631.0,-1,22604.74260101666,22620.52461450434,22759.690602231516,22481.35862677716,20.289312462500607,-0.013951801590992149,0.0021370472849648135,-33.54430379746835,-40.165876777251185,,,14150.0,14152.0,1.0,22618.0,22592.0,-53.529411764705884,-45.56962025316456,UP,,,,,14073.0,13774.0,1,22815.0,22126.0,22526.0,22815.0,689.0,,,22057.1,22815.0,573.9000000000015,184.0,2.5359020812160376,0.8130440546153507,True,False,LONG,286.0,153.0
14260,20260331  07:21:00,22737.0,22774.0,22734.0,22774.0,-1,22745.4798200156,22745.464702963764,22971.865939948766,22519.06346597876,31.10587187514082,-0.013522468173445254,0.002864665519578504,-43.35664335664335,-20.58823529411765,,,14253.0,14258.0,1.0,22767.0,22693.0,-85.21126760563381,-78.0,UP,,,,,14186.0,14160.0,1,22917.0,22478.0,22693.0,22917.0,439.0,,,22434.1,22917.0,339.90000000000146,143.0,1.492491437604292,0.6279090190568192,True,False,LONG,143.0,61.0
14304,20260331  09:33:00,22772.0,22801.0,22766.0,22800.0,-1,22743.160018154038,22763.73530041403,22950.230817295287,22577.239783532776,21.929985485406657,-0.012974482319942656,0.006753106886397223,-47.5609756097561,-14.791403286978507,,,14295.0,14299.0,1.0,22787.0,22671.0,-76.78571428571429,-88.6178861788618,UP,,,,,14186.0,14299.0,-1,22917.0,22671.0,22671.0,22801.0,246.0,,,22646.4,22941.6,153.59999999999854,141.59999999999854,0.6736842105263094,0.621052631578941,True,False,LONG,168.0,34.0
14443,20260331  16:30:00,22977.0,22992.0,22967.0,22988.0,-1,22966.791361798812,22907.19671456742,23041.547687832117,22772.845741302724,29.466173366069814,-0.0005401960261153588,0.0016917214311096954,-25.833333333333332,-6.70995670995671,,,14439.0,14440.0,1.0,22984.0,22929.0,-57.5,-47.5,UP,,,,,14376.0,14368.0,1,23050.0,22804.0,22868.0,23050.0,246.0,,,22779.4,23050.0,208.59999999999854,62.0,0.9074299634591897,0.2697059335305377,True,False,LONG,12.0,68.0
14457,20260331  17:12:00,22904.0,22934.0,22900.0,22932.0,-1,22901.042537361252,22905.873935511205,22991.373512039507,22820.374358982903,24.01234226710368,-0.011867017251603476,0.0026166745215128948,-48.333333333333336,-12.770562770562771,,,14455.0,14456.0,1.0,22929.0,22890.0,-64.44444444444444,-63.888888888888886,UP,,,,,14376.0,14368.0,1,23050.0,22804.0,22839.0,23050.0,246.0,,,22779.4,23050.0,152.59999999999854,118.0,0.6654456654456591,0.5145648002790859,True,False,LONG,11.0,117.0
14485,20260331  18:36:00,22836.0,22902.0,22835.0,22899.0,-1,22851.26768842017,22889.339764030523,22983.00658659068,22795.672941470366,10.61402324859388,-0.027499663702943516,0.00879673060927616,-29.82456140350877,-16.341991341991342,,,14481.0,14484.0,1.0,22868.0,22831.0,-64.70588235294117,-70.0,UP,,,,,14376.0,14463.0,-1,23050.0,22779.0,22779.0,22902.0,271.0,,,22751.9,23077.1,147.09999999999854,178.09999999999854,0.6423861303987011,0.7777632211013518,True,False,LONG,377.0,64.0
14620,20260401  05:30:00,23212.0,23224.0,23211.0,23219.0,-1,23210.201855484876,23143.088280634143,23392.027957619,22894.148603649286,46.70443039090855,-0.004954370713770939,0.000495641998913986,-47.916666666666664,-5.900621118012422,,,14617.0,14618.0,1.0,23211.0,23201.0,-70.9090909090909,-81.81818181818181,UP,,,,,14555.0,14612.0,-1,23276.0,23194.0,23194.0,23224.0,82.0,,,23185.8,23284.2,33.20000000000073,65.20000000000073,0.14298634738791818,0.28080451354494473,True,False,LONG,384.0,14.0
14851,20260401  17:03:00,23486.0,23502.0,23485.0,23496.0,-1,23476.849868589616,23393.94541920184,23527.157744090884,23260.733094312793,30.104061681539168,0.0046208121766675445,0.0008977169334523057,-4.624277456647399,-9.511111111111111,,,14846.0,14850.0,1.0,23492.0,23471.0,-16.184971098265898,-10.404624277456648,UP,,,,,14804.0,14826.0,-1,23603.0,23331.0,23331.0,23504.0,272.0,,,23303.8,23630.2,192.20000000000073,134.20000000000073,0.8180115764385457,0.5711610486891416,True,False,LONG,75.0,57.0
14937,20260401  21:21:00,23460.0,23468.0,23452.0,23468.0,-1,23437.451382882693,23452.64139869509,23561.403028432724,23343.879768957457,19.990513045046356,-0.01281917321939432,0.002988442718587161,-45.4054054054054,-12.0,,,14932.0,14933.0,1.0,23434.0,23420.0,-69.54314720812182,-70.91836734693878,UP,,,,,14872.0,14922.0,-1,23571.0,23367.0,23367.0,23468.0,204.0,,,23346.6,23591.4,121.40000000000146,123.40000000000146,0.5173001534003812,0.525822396454753,True,False,LONG,87.0,155.0
15073,20260402  08:18:00,23019.0,23060.0,23016.0,23058.0,-1,23026.242150537644,23167.91568986614,23548.570232424976,22787.2611473073,-61.07444851838097,-0.0012502383619755655,-0.0011080417156801498,-2.5316455696202533,-58.47639484978541,,,15069.0,15071.0,1.0,23045.0,23009.0,-38.372093023255815,-52.325581395348834,UP,,,,,14950.0,15064.0,-1,23555.0,22981.0,22981.0,23060.0,574.0,,,22923.6,23612.4,134.40000000000146,554.4000000000015,0.5828779599271466,2.4043715846994598,True,False,LONG,123.0,42.0
15217,20260402  15:30:00,22957.0,22988.0,22955.0,22967.0,-1,22950.416079842747,23021.849643201353,23185.86741840256,22857.831868000147,-42.41534554912173,-0.004867664926050401,-0.0014331459172514027,-15.0,-77.18446601941747,,,15212.0,15215.0,1.0,22955.0,22928.0,-19.23076923076923,-20.76923076923077,UP,,,,,15107.0,15190.0,-1,23181.0,22848.0,22848.0,22988.0,333.0,,,22814.7,23214.3,152.29999999999927,247.29999999999927,0.6631253537684472,1.0767623111420703,True,False,LONG,568.0,25.0
15431,20260407  06:21:00,23328.0,23352.0,23326.0,23351.0,-1,23335.706084786358,23336.07925622179,23428.33493702792,23243.82357541566,25.924458778070427,-0.013254908808048152,0.0014773288997594041,-41.1764705882353,-33.37748344370861,,,15429.0,15430.0,1.0,23336.0,23321.0,-78.43137254901961,-86.27450980392157,UP,,,,,15349.0,15190.0,1,23535.0,22848.0,23321.0,23535.0,687.0,,,22779.3,23535.0,571.7000000000007,184.0,2.4482891524988255,0.7879748190655647,True,False,LONG,18.0,42.0
15483,20260407  08:57:00,23288.0,23339.0,23286.0,23334.0,-1,23287.40194271131,23318.511819229057,23433.280328610846,23203.74330984727,7.021016946691922,-0.025530992713514822,0.014051065026351773,-5.681818181818182,-35.629139072847686,,,15474.0,15478.0,1.0,23296.0,23251.0,-78.70370370370371,-82.14285714285714,UP,,,,,15349.0,15478.0,-1,23535.0,23251.0,23251.0,23339.0,284.0,,,23222.6,23563.4,111.40000000000146,229.40000000000146,0.4774149310019776,0.9831147681494876,True,False,LONG,255.0,66.0
15694,20260407  19:30:00,23180.0,23214.0,23180.0,23211.0,-1,23197.09984504206,23223.359165377824,23472.864670461946,22973.853660293702,-29.482145124456963,-0.007711290643975659,-0.0016310872606791222,-15.025906735751295,-51.012145748987855,,,15692.0,15693.0,1.0,23194.0,23170.0,-27.46113989637306,-31.088082901554404,UP,,,,,15535.0,15626.0,-1,23589.0,23017.0,23017.0,23240.0,572.0,,,22959.8,23646.2,251.20000000000073,435.2000000000007,1.0822454870535554,1.8749730731118897,True,False,LONG,1205.0,43.0
15872,20260408  08:33:00,24280.0,24335.0,24278.0,24329.0,-1,24305.646514712065,24049.143085174517,24792.34779589785,23305.938374451183,139.5529247610685,-0.003265916009744793,0.0003604464203958938,-41.42857142857143,-5.548469387755102,,,15869.0,15871.0,1.0,24323.0,24259.0,-53.333333333333336,-64.76190476190476,UP,,,,,15861.0,15626.0,1,24416.0,23017.0,24259.0,24416.0,1399.0,,,22877.1,24416.0,1451.9000000000015,87.0,5.967775083234007,0.3575979283982079,True,False,LONG,45.0,257.0
15947,20260408  12:18:00,24140.0,24149.0,24125.0,24147.0,-1,24135.19998873789,24126.39097817677,24257.114457911444,23995.667498442093,67.8771367406601,-0.012179574946002797,0.00032876126870805614,-40.97222222222222,-17.15561224489796,,,15945.0,15946.0,1.0,24142.0,24106.0,-47.916666666666664,-45.833333333333336,UP,,,,,15861.0,15936.0,-1,24416.0,24062.0,24062.0,24160.0,354.0,,,24026.6,24451.4,120.40000000000146,304.40000000000146,0.49861266409906596,1.2606120843168984,True,False,LONG,209.0,22.0
16102,20260408  20:03:00,24247.0,24261.0,24245.0,24259.0,-1,24240.254412724826,24236.421559789465,24320.624560137076,24152.218559441855,21.850749721067974,-0.00988155149607898,0.0019373307177491163,-44.11764705882353,-11.22230164403145,,,16096.0,16101.0,1.0,24240.0,24226.0,-72.54901960784314,-55.88235294117647,UP,,,,,15996.0,15936.0,1,24356.0,24062.0,24143.0,24356.0,294.0,,,24032.6,24356.0,226.40000000000146,97.0,0.9332618821880599,0.3998516014674966,True,False,LONG,4.0,170.0
16235,20260409  06:51:00,24074.0,24083.0,24073.0,24083.0,-1,24074.554080298905,24121.064673838133,24247.249336388246,23994.88001128802,-18.59009846317576,-0.0005514815341571386,-0.0009252793784662932,-32.35294117647059,-23.802716225875624,,,16233.0,16234.0,1.0,24080.0,24071.0,-56.75675675675676,-62.16216216216216,UP,,,,,15996.0,16166.0,-1,24356.0,24048.0,24048.0,24101.0,308.0,,,24017.2,24386.8,65.79999999999927,303.7999999999993,0.2732217746958405,1.2614707469999553,True,False,LONG,108.0,38.0
16368,20260409  13:30:00,23955.0,23973.0,23953.0,23970.0,-1,23954.309342109365,24023.011208102005,24151.051747481768,23894.970668722242,-26.631990954074876,0.00043881818929502177,-0.001893531128616768,-44.776119402985074,-31.879914224446033,,,16364.0,16366.0,1.0,23951.0,23933.0,-87.3015873015873,-77.61194029850746,UP,,,,,16278.0,16318.0,-1,24191.0,23924.0,23924.0,24000.0,267.0,,,23897.3,24217.7,72.70000000000073,247.70000000000073,0.3032957863996693,1.033375052148522,True,False,LONG,63.0,84.0
16443,20260409  17:15:00,23897.0,23934.0,23894.0,23913.0,-1,23888.836978774765,23962.910324764667,24048.62279116679,23877.197858362546,-28.22249670407437,-7.312038869787699e-05,-0.0031687725876290676,-46.017699115044245,-36.18705035971223,,,16440.0,16442.0,1.0,23886.0,23865.0,-76.10619469026548,-60.176991150442475,UP,,,,,16391.0,16439.0,-1,24033.0,23852.0,23852.0,23934.0,181.0,,,23833.9,24051.1,79.09999999999854,138.09999999999854,0.3307824196043932,0.5775101409275228,True,False,LONG,211.0,19.0
